12.5	5.26E+02
37.5	1.63E+03
62.5	2.21E+03
87.5	2.69E+03
112.5	2.01E+03
137.5	1.42E+03
162.5	9.87E+02
187.5	9.62E+02
212.5	7.50E+02
237.5	6.02E+02
262.5	4.36E+02
287.5	4.39E+02
312.5	4.04E+02
337.5	3.32E+02
362.5	4.20E+02
387.5	2.05E+02
412.5	1.81E+02
437.5	1.74E+02
462.5	1.89E+02
487.5	2.11E+02
512.5	1.74E+02
537.5	2.74E+02
562.5	2.65E+02
587.5	1.85E+02
612.5	2.46E+02
637.5	2.19E+02
662.5	1.42E+02
687.5	1.23E+02
712.5	1.37E+02
737.5	1.55E+02
762.5	1.39E+02
787.5	1.44E+02
812.5	1.70E+02
837.5	1.54E+02
862.5	1.10E+02
887.5	1.16E+02
912.5	1.10E+02
937.5	1.18E+02
962.5	1.24E+02
987.5	1.12E+02
1012.5	9.54E+01
1037.5	8.46E+01
1062.5	9.83E+01
1087.5	1.07E+02
1112.5	1.20E+02
1137.5	1.11E+02
1162.5	1.07E+02
1187.5	9.47E+01
1212.5	1.48E+02
1237.5	1.78E+02
1262.5	7.40E+01
1287.5	6.73E+01
1312.5	8.33E+01
1337.5	7.71E+01
1362.5	7.37E+01
1387.5	7.01E+01
1412.5	7.38E+01
1437.5	6.66E+01
1462.5	4.93E+01
1487.5	5.19E+01
1512.5	5.42E+01
1537.5	4.39E+01
1562.5	4.63E+01
1587.5	4.47E+01
1612.5	4.60E+01
1637.5	6.02E+01
1662.5	4.20E+01
1687.5	4.03E+01
1712.5	4.09E+01
1737.5	3.45E+01
1762.5	3.36E+01
1787.5	3.88E+01
1812.5	3.42E+01
1837.5	3.29E+01
1862.5	3.67E+01
1887.5	3.34E+01
1912.5	3.30E+01
1937.5	3.92E+01
1962.5	4.47E+01
1987.5	5.80E+01
2012.5	6.15E+01
2037.5	3.59E+01
2062.5	3.67E+01
2087.5	3.53E+01
2112.5	3.76E+01
2137.5	4.17E+01
2162.5	3.00E+01
2187.5	3.76E+01
2212.5	3.40E+01
2237.5	3.75E+01
2262.5	4.34E+01
2287.5	4.46E+01
2312.5	3.33E+01
2337.5	3.25E+01
2362.5	3.44E+01
2387.5	3.25E+01
2412.5	3.31E+01
2437.5	2.63E+01
2462.5	2.61E+01
2487.5	2.54E+01
2512.5	3.03E+01
2537.5	2.84E+01
2562.5	2.66E+01
2587.5	2.76E+01
2612.5	2.75E+01
2637.5	3.19E+01
2662.5	2.67E+01
2687.5	2.58E+01
2712.5	3.43E+01
2737.5	2.89E+01
2762.5	3.06E+01
2787.5	3.90E+01
2812.5	2.97E+01
2837.5	2.41E+01
2862.5	2.60E+01
2887.5	2.59E+01
2912.5	2.45E+01
2937.5	2.38E+01
2962.5	2.13E+01
2987.5	5.18E+01
3012.5	5.47E+01
3037.5	2.63E+01
3062.5	2.79E+01
3087.5	2.53E+01
3112.5	2.35E+01
3137.5	2.51E+01
3162.5	2.69E+01
3187.5	2.36E+01
3212.5	3.09E+01
3237.5	2.58E+01
3262.5	2.74E+01
3287.5	2.52E+01
3312.5	2.55E+01
3337.5	2.21E+01
3362.5	2.08E+01
3387.5	1.86E+01
3412.5	2.09E+01
3437.5	1.87E+01
3462.5	1.69E+01
3487.5	1.76E+01
3512.5	2.18E+01
3537.5	2.24E+01
3562.5	1.83E+01
3587.5	1.60E+01
3612.5	1.91E+01
3637.5	1.93E+01
3662.5	1.82E+01
3687.5	2.07E+01
3712.5	1.77E+01
3737.5	1.78E+01
3762.5	1.97E+01
3787.5	2.05E+01
3812.5	2.03E+01
3837.5	2.14E+01
3862.5	2.27E+01
3887.5	1.96E+01
3912.5	1.62E+01
3937.5	1.76E+01
3962.5	1.73E+01
3987.5	2.26E+01
4012.5	2.28E+01
4037.5	1.66E+01
4062.5	1.41E+01
4087.5	1.51E+01
4112.5	1.55E+01
4137.5	1.67E+01
4162.5	2.17E+01
4187.5	2.06E+01
4212.5	1.90E+01
4237.5	1.94E+01
4262.5	1.37E+01
4287.5	1.56E+01
4312.5	1.58E+01
4337.5	1.92E+01
4362.5	1.48E+01
4387.5	1.47E+01
4412.5	1.84E+01
4437.5	1.53E+01
4462.5	1.45E+01
4487.5	1.46E+01
4512.5	1.37E+01
4537.5	1.90E+01
4562.5	1.47E+01
4587.5	1.59E+01
4612.5	2.36E+01
4637.5	1.65E+01
4662.5	1.42E+01
4687.5	1.52E+01
4712.5	1.45E+01
4737.5	1.44E+01
4762.5	1.46E+01
4787.5	1.26E+01
4812.5	1.44E+01
4837.5	1.25E+01
4862.5	1.81E+01
4887.5	1.80E+01
4912.5	1.18E+01
4937.5	1.16E+01
4962.5	1.51E+01
4987.5	1.21E+01
5012.5	1.12E+01
5037.5	1.33E+01
5062.5	1.09E+01
5087.5	1.24E+01
5112.5	1.09E+01
5137.5	1.06E+01
5162.5	1.09E+01
5187.5	1.05E+01
5212.5	1.22E+01
5237.5	1.33E+01
5262.5	1.25E+01
5287.5	1.17E+01
5312.5	1.13E+01
5337.5	1.19E+01
5362.5	1.19E+01
5387.5	1.21E+01
5412.5	1.20E+01
5437.5	1.34E+01
5462.5	1.30E+01
5487.5	1.27E+01
5512.5	1.65E+01
5537.5	1.85E+01
5562.5	2.09E+01
5587.5	2.15E+01
5612.5	2.46E+01
5637.5	2.78E+01
5662.5	3.02E+01
5687.5	3.11E+01
5712.5	2.46E+01
5737.5	2.42E+01
5762.5	2.36E+01
5787.5	2.30E+01
5812.5	2.75E+01
5837.5	2.48E+01
5862.5	2.39E+01
5887.5	2.55E+01
5912.5	2.13E+01
5937.5	1.56E+01
5962.5	1.65E+01
5987.5	1.52E+01
6012.5	1.47E+01
6037.5	1.40E+01
6062.5	1.39E+01
6087.5	1.41E+01
6112.5	1.42E+01
6137.5	1.31E+01
6162.5	1.21E+01
6187.5	1.27E+01
6212.5	1.07E+01
6237.5	1.09E+01
6262.5	1.10E+01
6287.5	1.14E+01
6312.5	1.10E+01
6337.5	1.15E+01
6362.5	1.08E+01
6387.5	9.59E+00
6412.5	1.01E+01
6437.5	1.07E+01
6462.5	9.17E+00
6487.5	8.64E+00
6512.5	1.11E+01
6537.5	9.98E+00
6562.5	9.59E+00
6587.5	9.10E+00
6612.5	9.05E+00
6637.5	8.32E+00
6662.5	8.18E+00
6687.5	8.17E+00
6712.5	8.20E+00
6737.5	8.51E+00
6762.5	8.56E+00
6787.5	8.67E+00
6812.5	8.68E+00
6837.5	8.59E+00
6862.5	8.37E+00
6887.5	8.48E+00
6912.5	8.91E+00
6937.5	9.97E+00
6962.5	1.07E+01
6987.5	9.94E+00
7012.5	9.59E+00
7037.5	9.42E+00
7062.5	1.07E+01
7087.5	9.93E+00
7112.5	1.01E+01
7137.5	1.03E+01
7162.5	1.28E+01
7187.5	1.29E+01
7212.5	1.30E+01
7237.5	1.17E+01
7262.5	1.01E+01
7287.5	8.52E+00
7312.5	1.03E+01
7337.5	9.87E+00
7362.5	8.50E+00
7387.5	8.60E+00
7412.5	8.46E+00
7437.5	8.33E+00
7462.5	8.51E+00
7487.5	1.00E+01
7512.5	4.53E+01
7537.5	9.35E+01
7562.5	2.12E+01
7587.5	9.96E+00
7612.5	8.65E+00
7637.5	9.02E+00
7662.5	9.18E+00
7687.5	7.35E+00
7712.5	7.42E+00
7737.5	7.72E+00
7762.5	8.45E+00
7787.5	7.29E+00
7812.5	7.24E+00
7837.5	7.48E+00
7862.5	7.08E+00
7887.5	6.78E+00
7912.5	6.91E+00
7937.5	6.89E+00
7962.5	6.83E+00
7987.5	7.52E+00
