% Microphone Array description
% id,  x, y and z coordinates, dir, elev
0.000000  -0.095000   0.000000   0.00     0.00 2
0.000000  -0.027500   0.000000   0.00     0.00 2
0.000000   0.027500   0.000000   0.00     0.00 2
0.000000   0.095000   0.000000   0.00     0.00 2
